ANO;UF;Município;IDHM;IDHM_E;IDHM_L;IDHM_R
2000;31;Ibituruna;0,580;0,466;0,715;0,587
2000;31;Icaraí de Minas;0,460;0,290;0,734;0,456
2000;31;Igarapé;0,573;0,403;0,741;0,629
2000;31;Igaratinga;0,554;0,372;0,744;0,613
2000;31;Iguatama;0,639;0,496;0,789;0,666
2000;31;Ijaci;0,579;0,428;0,761;0,595
2000;31;Ilicínea;0,588;0,396;0,788;0,652
2000;31;Imbé de Minas;0,448;0,224;0,724;0,555
2000;31;Inconfidentes;0,566;0,344;0,790;0,668
2000;31;Indaiabira;0,402;0,196;0,711;0,467
2000;31;Indianópolis;0,573;0,359;0,790;0,664
2000;31;Ingaí;0,615;0,453;0,761;0,675
2000;31;Inhapim;0,546;0,363;0,773;0,581
2000;31;Inhaúma;0,573;0,427;0,748;0,589
2000;31;Inimutaba;0,530;0,391;0,709;0,536
2000;31;Ipaba;0,514;0,343;0,724;0,546
2000;31;Ipanema;0,571;0,411;0,750;0,605
2000;31;Ipatinga;0,684;0,583;0,787;0,697
2000;31;Ipiaçu;0,625;0,463;0,787;0,670
2000;31;Ipuiúna;0,601;0,374;0,814;0,712
2000;31;Iraí de Minas;0,608;0,461;0,760;0,642
2000;31;Itabira;0,649;0,510;0,797;0,672
2000;31;Itabirinha;0,544;0,367;0,751;0,585
2000;31;Itabirito;0,629;0,494;0,756;0,665
2000;31;Itacambira;0,438;0,265;0,747;0,425
2000;31;Itacarambi;0,511;0,369;0,698;0,519
2000;31;Itaguara;0,572;0,399;0,736;0,636
2000;31;Itaipé;0,414;0,192;0,711;0,521
2000;31;Itajubá;0,691;0,587;0,785;0,717
2000;31;Itamarandiba;0,475;0,292;0,696;0,529
2000;31;Itamarati de Minas;0,584;0,409;0,768;0,633
2000;31;Itambacuri;0,503;0,312;0,697;0,585
2000;31;Itambé do Mato Dentro;0,441;0,229;0,718;0,521
2000;31;Itamogi;0,595;0,409;0,791;0,651
2000;31;Itamonte;0,623;0,448;0,827;0,654
2000;31;Itanhandu;0,670;0,544;0,797;0,693
2000;31;Itanhomi;0,531;0,360;0,740;0,563
2000;31;Itaobim;0,542;0,389;0,744;0,550
2000;31;Itapagipe;0,626;0,457;0,816;0,657
2000;31;Itapecerica;0,625;0,477;0,794;0,646
2000;31;Itapeva;0,554;0,345;0,776;0,636
2000;31;Itatiaiuçu;0,528;0,339;0,728;0,597
2000;31;Itaú de Minas;0,656;0,547;0,772;0,669
2000;31;Itaúna;0,685;0,555;0,828;0,699
2000;31;Itaverava;0,422;0,206;0,755;0,483
2000;31;Itinga;0,440;0,277;0,698;0,442
2000;31;Itueta;0,549;0,386;0,741;0,577
2000;31;Ituiutaba;0,653;0,508;0,787;0,695
2000;31;Itumirim;0,628;0,499;0,795;0,623
2000;31;Iturama;0,669;0,528;0,799;0,711
2000;31;Itutinga;0,615;0,480;0,787;0,617
2000;31;Jaboticatubas;0,524;0,316;0,737;0,619
2000;31;Jacinto;0,471;0,294;0,705;0,503
2000;31;Jacuí;0,556;0,350;0,788;0,622
2000;31;Jacutinga;0,632;0,421;0,824;0,726
2000;31;Jaguaraçu;0,561;0,390;0,796;0,569
2000;31;Jaíba;0,467;0,269;0,698;0,541
2000;31;Jampruca;0,469;0,298;0,676;0,511
2000;31;Janaúba;0,580;0,450;0,743;0,585
2000;31;Januária;0,541;0,389;0,749;0,543
2000;31;Japaraíba;0,644;0,566;0,750;0,628
2000;31;Japonvar;0,424;0,259;0,697;0,423
2000;31;Jeceaba;0,534;0,343;0,765;0,579
2000;31;Jenipapo de Minas;0,445;0,253;0,693;0,504
2000;31;Jequeri;0,469;0,284;0,689;0,526
2000;31;Jequitaí;0,515;0,341;0,757;0,528
2000;31;Jequitibá;0,494;0,264;0,771;0,591
2000;31;Jequitinhonha;0,513;0,331;0,738;0,552
2000;31;Jesuânia;0,590;0,424;0,776;0,625
2000;31;Joaíma;0,442;0,228;0,697;0,545
2000;31;Joanésia;0,481;0,286;0,711;0,546
2000;31;João Monlevade;0,672;0,558;0,827;0,657
2000;31;João Pinheiro;0,581;0,406;0,774;0,624
2000;31;Joaquim Felício;0,525;0,349;0,720;0,576
2000;31;Jordânia;0,479;0,295;0,711;0,523
2000;31;José Gonçalves de Minas;0,463;0,272;0,693;0,527
2000;31;José Raydan;0,445;0,249;0,702;0,505
2000;31;Josenópolis;0,384;0,167;0,725;0,467
2000;31;Nova União;0,551;0,378;0,742;0,598
2000;31;Juatuba;0,614;0,500;0,748;0,619
2000;31;Juiz de Fora;0,703;0,594;0,784;0,746
2000;31;Juramento;0,535;0,423;0,701;0,515
2000;31;Juruaia;0,576;0,370;0,788;0,657
2000;31;Juvenília;0,455;0,307;0,673;0,455
2000;31;Ladainha;0,395;0,197;0,679;0,461
2000;31;Lagamar;0,610;0,504;0,737;0,612
2000;31;Lagoa da Prata;0,623;0,488;0,749;0,663
2000;31;Lagoa dos Patos;0,487;0,335;0,705;0,489
2000;31;Lagoa Dourada;0,527;0,334;0,746;0,587
2000;31;Lagoa Formosa;0,590;0,409;0,795;0,633
2000;31;Lagoa Grande;0,571;0,410;0,735;0,619
2000;31;Lagoa Santa;0,656;0,540;0,760;0,689
2000;31;Lajinha;0,525;0,336;0,712;0,604
2000;31;Lambari;0,627;0,455;0,797;0,680
2000;31;Lamim;0,496;0,318;0,723;0,532
2000;31;Laranjal;0,615;0,446;0,829;0,630
2000;31;Lassance;0,497;0,323;0,725;0,525
2000;31;Lavras;0,678;0,551;0,790;0,715
2000;31;Leandro Ferreira;0,570;0,377;0,787;0,623
2000;31;Leme do Prado;0,511;0,353;0,693;0,547
2000;31;Leopoldina;0,627;0,475;0,789;0,659
2000;31;Liberdade;0,561;0,366;0,804;0,600
2000;31;Lima Duarte;0,584;0,429;0,758;0,614
2000;31;Limeira do Oeste;0,586;0,406;0,799;0,619
2000;31;Lontra;0,480;0,334;0,701;0,473
2000;31;Luisburgo;0,432;0,183;0,715;0,618
2000;31;Luislândia;0,428;0,239;0,701;0,467
2000;31;Luminárias;0,594;0,408;0,763;0,674
2000;31;Luz;0,662;0,515;0,772;0,729
2000;31;Machacalis;0,475;0,315;0,678;0,503
2000;31;Machado;0,630;0,456;0,785;0,700
2000;31;Madre de Deus de Minas;0,594;0,481;0,751;0,580
2000;31;Malacacheta;0,482;0,297;0,690;0,548
2000;31;Mamonas;0,440;0,247;0,689;0,501
2000;31;Manga;0,493;0,290;0,698;0,593
2000;31;Manhuaçu;0,610;0,416;0,806;0,678
2000;31;Manhumirim;0,571;0,396;0,745;0,632
2000;31;Mantena;0,570;0,388;0,726;0,659
2000;31;Maravilhas;0,561;0,390;0,770;0,587
2000;31;Mar de Espanha;0,616;0,488;0,735;0,651
2000;31;Maria da Fé;0,572;0,409;0,737;0,620
2000;31;Mariana;0,620;0,474;0,787;0,638
2000;31;Marilac;0,465;0,274;0,695;0,528
2000;31;Mário Campos;0,545;0,367;0,737;0,599
2000;31;Maripá de Minas;0,567;0,362;0,760;0,664
2000;31;Marliéria;0,554;0,381;0,750;0,595
2000;31;Marmelópolis;0,523;0,334;0,746;0,574
2000;31;Martinho Campos;0,585;0,412;0,749;0,648
2000;31;Martins Soares;0,539;0,347;0,745;0,607
2000;31;Mata Verde;0,440;0,244;0,653;0,536
2000;31;Materlândia;0,461;0,287;0,696;0,489
2000;31;Mateus Leme;0,605;0,456;0,757;0,641
2000;31;Matias Barbosa;0,628;0,476;0,805;0,647
2000;31;Matias Cardoso;0,429;0,249;0,715;0,445
2000;31;Matipó;0,503;0,298;0,709;0,601
2000;31;Mato Verde;0,505;0,339;0,717;0,531
2000;31;Matozinhos;0,647;0,535;0,776;0,653
2000;31;Matutina;0,585;0,382;0,799;0,655
2000;31;Medeiros;0,611;0,398;0,818;0,701
2000;31;Medina;0,477;0,299;0,720;0,505
2000;31;Mendes Pimentel;0,448;0,229;0,715;0,549
2000;31;Mercês;0,529;0,332;0,759;0,586
2000;31;Mesquita;0,528;0,356;0,711;0,582
2000;31;Minas Novas;0,421;0,219;0,702;0,485
2000;31;Minduri;0,589;0,420;0,778;0,626
2000;31;Mirabela;0,515;0,374;0,701;0,520
2000;31;Miradouro;0,525;0,334;0,739;0,587
2000;31;Miraí;0,528;0,322;0,737;0,621
2000;31;Miravânia;0,453;0,279;0,749;0,444
2000;31;Moeda;0,525;0,330;0,736;0,596
2000;31;Moema;0,645;0,513;0,758;0,689
2000;31;Monjolos;0,551;0,374;0,720;0,622
2000;31;Monsenhor Paulo;0,633;0,487;0,788;0,661
2000;31;Montalvânia;0,500;0,313;0,715;0,559
2000;31;Monte Alegre de Minas;0,596;0,432;0,757;0,646
2000;31;Monte Azul;0,505;0,363;0,715;0,497
2000;31;Monte Belo;0,560;0,367;0,754;0,636
2000;31;Monte Carmelo;0,603;0,428;0,766;0,669
2000;31;Monte Formoso;0,365;0,164;0,673;0,442
2000;31;Monte Santo de Minas;0,621;0,459;0,788;0,663
2000;31;Montes Claros;0,661;0,555;0,788;0,660
2000;31;Monte Sião;0,627;0,398;0,840;0,736
2000;31;Montezuma;0,409;0,196;0,701;0,498
2000;31;Morada Nova de Minas;0,565;0,376;0,792;0,606
2000;31;Morro da Garça;0,493;0,291;0,723;0,568
2000;31;Morro do Pilar;0,551;0,392;0,713;0,598
2000;31;Munhoz;0,527;0,297;0,761;0,648
2000;31;Muriaé;0,635;0,493;0,784;0,664
2000;31;Mutum;0,541;0,332;0,750;0,637
2000;31;Muzambinho;0,641;0,465;0,803;0,707
2000;31;Nacip Raydan;0,466;0,268;0,735;0,515
2000;31;Nanuque;0,596;0,431;0,757;0,648
2000;31;Naque;0,522;0,362;0,723;0,544
2000;31;Natalândia;0,546;0,374;0,757;0,574
2000;31;Natércia;0,641;0,490;0,775;0,693
2000;31;Nazareno;0,588;0,471;0,737;0,585
2000;31;Nepomuceno;0,570;0,375;0,772;0,640
2000;31;Ninheira;0,371;0,143;0,743;0,481
2000;31;Nova Belém;0,437;0,219;0,673;0,565
2000;31;Nova Era;0,634;0,501;0,794;0,642
2000;31;Nova Lima;0,684;0,543;0,791;0,746
2000;31;Nova Módica;0,522;0,373;0,695;0,550
2000;31;Nova Ponte;0,617;0,416;0,806;0,699
2000;31;Nova Porteirinha;0,518;0,358;0,715;0,544
2000;31;Nova Resende;0,537;0,317;0,737;0,662
2000;31;Nova Serrana;0,614;0,383;0,830;0,727
2000;31;Novo Cruzeiro;0,427;0,202;0,698;0,551
2000;31;Novo Oriente de Minas;0,389;0,186;0,666;0,474
2000;31;Novorizonte;0,441;0,236;0,701;0,517
2000;31;Olaria;0,530;0,318;0,759;0,617
2000;31;Olhos-d'Água;0,406;0,192;0,757;0,462
2000;31;Olímpio Noronha;0,561;0,380;0,784;0,592
2000;31;Oliveira;0,601;0,424;0,783;0,653
2000;31;Oliveira Fortes;0,518;0,353;0,728;0,542
2000;31;Onça de Pitangui;0,566;0,378;0,762;0,630
2000;31;Oratórios;0,494;0,320;0,742;0,507
2000;31;Orizânia;0,459;0,259;0,682;0,546
2000;31;Ouro Branco;0,686;0,601;0,784;0,685
2000;31;Ouro Fino;0,652;0,481;0,826;0,697
2000;31;Ouro Preto;0,640;0,524;0,754;0,665
2000;31;Ouro Verde de Minas;0,464;0,281;0,695;0,512
2000;31;Padre Carvalho;0,439;0,220;0,732;0,527
2000;31;Padre Paraíso;0,442;0,239;0,711;0,507
2000;31;Paineiras;0,564;0,370;0,815;0,595
2000;31;Pains;0,635;0,479;0,823;0,649
2000;31;Pai Pedro;0,408;0,219;0,666;0,465
2000;31;Paiva;0,601;0,491;0,742;0,596
2000;31;Palma;0,608;0,468;0,766;0,626
2000;31;Palmópolis;0,419;0,241;0,674;0,454
2000;31;Papagaios;0,547;0,347;0,724;0,653
2000;31;Paracatu;0,613;0,470;0,761;0,645
2000;31;Pará de Minas;0,643;0,466;0,829;0,687
2000;31;Paraguaçu;0,635;0,464;0,816;0,676
2000;31;Paraisópolis;0,629;0,471;0,798;0,663
2000;31;Paraopeba;0,606;0,458;0,757;0,642
2000;31;Passabém;0,491;0,277;0,713;0,600
2000;31;Passa Quatro;0,641;0,505;0,797;0,654
2000;31;Passa Tempo;0,594;0,391;0,783;0,685
2000;31;Passa-Vinte;0,546;0,336;0,795;0,608
2000;31;Passos;0,655;0,514;0,785;0,697
2000;31;Patis;0,413;0,238;0,682;0,433
2000;31;Patos de Minas;0,675;0,542;0,816;0,694
2000;31;Patrocínio;0,650;0,488;0,823;0,684
2000;31;Patrocínio do Muriaé;0,595;0,453;0,784;0,592
2000;31;Paula Cândido;0,504;0,324;0,723;0,546
2000;31;Paulistas;0,513;0,339;0,773;0,516
2000;31;Pavão;0,471;0,267;0,746;0,526
2000;31;Peçanha;0,486;0,304;0,698;0,540
2000;31;Pedra Azul;0,516;0,362;0,713;0,532
2000;31;Pedra Bonita;0,434;0,207;0,715;0,552
2000;31;Pedra do Anta;0,497;0,326;0,723;0,520
2000;31;Pedra do Indaiá;0,589;0,413;0,800;0,617
2000;31;Pedra Dourada;0,544;0,389;0,723;0,571
2000;31;Pedralva;0,571;0,400;0,765;0,608
2000;31;Pedras de Maria da Cruz;0,456;0,288;0,702;0,469
2000;31;Pedrinópolis;0,671;0,561;0,800;0,673
2000;31;Pedro Leopoldo;0,670;0,543;0,817;0,679
2000;31;Pedro Teixeira;0,506;0,349;0,685;0,542
2000;31;Pequeri;0,610;0,465;0,776;0,629
2000;31;Pequi;0,606;0,442;0,786;0,642
2000;31;Perdigão;0,639;0,460;0,823;0,688
2000;31;Perdizes;0,588;0,375;0,800;0,676
2000;31;Perdões;0,646;0,498;0,828;0,654
2000;31;Periquito;0,523;0,364;0,750;0,523
2000;31;Pescador;0,547;0,403;0,728;0,558
2000;31;Piau;0,516;0,321;0,776;0,552
2000;31;Piedade de Caratinga;0,474;0,279;0,690;0,552
2000;31;Piedade de Ponte Nova;0,516;0,321;0,720;0,594
2000;31;Piedade do Rio Grande;0,513;0,345;0,720;0,545
2000;31;Piedade dos Gerais;0,462;0,243;0,737;0,550
2000;31;Pimenta;0,579;0,369;0,800;0,659
2000;31;Pingo-d'Água;0,509;0,354;0,724;0,515
2000;31;Pintópolis;0,451;0,275;0,715;0,466
2000;31;Piracema;0,520;0,338;0,737;0,565
2000;31;Pirajuba;0,635;0,472;0,806;0,674
2000;31;Piranga;0,463;0,275;0,707;0,509
2000;31;Piranguçu;0,565;0,398;0,764;0,592
2000;31;Piranguinho;0,588;0,427;0,764;0,622
2000;31;Pirapetinga;0,601;0,436;0,768;0,648
2000;31;Pirapora;0,614;0,498;0,741;0,627
2000;31;Piraúba;0,598;0,427;0,812;0,617
2000;31;Pitangui;0,649;0,499;0,837;0,655
2000;31;Piumhi;0,657;0,488;0,818;0,711
2000;31;Planura;0,615;0,448;0,797;0,651
2000;31;Poço Fundo;0,560;0,333;0,798;0,661
2000;31;Poços de Caldas;0,716;0,574;0,850;0,753
2000;31;Pocrane;0,537;0,365;0,741;0,571
2000;31;Pompéu;0,546;0,333;0,744;0,657
2000;31;Ponte Nova;0,620;0,484;0,747;0,658
2000;31;Ponto Chique;0,462;0,293;0,701;0,481
2000;31;Ponto dos Volantes;0,402;0,222;0,678;0,432
2000;31;Porteirinha;0,482;0,310;0,698;0,519
2000;31;Porto Firme;0,482;0,280;0,750;0,532
2000;31;Poté;0,473;0,293;0,705;0,511
2000;31;Pouso Alegre;0,690;0,558;0,803;0,734
2000;31;Pouso Alto;0,560;0,367;0,777;0,617
2000;31;Prados;0,559;0,397;0,768;0,574
2000;31;Prata;0,578;0,377;0,757;0,678
2000;31;Pratápolis;0,627;0,483;0,792;0,643
2000;31;Pratinha;0,573;0,348;0,827;0,654
2000;31;Presidente Bernardes;0,470;0,264;0,769;0,512
2000;31;Presidente Juscelino;0,485;0,330;0,709;0,489
2000;31;Presidente Kubitschek;0,495;0,352;0,687;0,503
2000;31;Presidente Olegário;0,557;0,388;0,735;0,607
2000;31;Alto Jequitibá;0,572;0,399;0,766;0,611
2000;31;Prudente de Morais;0,600;0,478;0,766;0,591
2000;31;Quartel Geral;0,539;0,346;0,746;0,606
2000;31;Queluzito;0,549;0,361;0,761;0,602
2000;31;Raposos;0,635;0,550;0,751;0,619
2000;31;Raul Soares;0,548;0,358;0,747;0,617
2000;31;Recreio;0,596;0,435;0,769;0,633
2000;31;Reduto;0,480;0,249;0,745;0,598
2000;31;Resende Costa;0,568;0,421;0,736;0,590
2000;31;Resplendor;0,580;0,415;0,750;0,627
2000;31;Ressaquinha;0,520;0,328;0,758;0,564
2000;31;Riachinho;0,513;0,345;0,749;0,523
2000;31;Riacho dos Machados;0,436;0,255;0,715;0,455
2000;31;Ribeirão das Neves;0,577;0,420;0,773;0,592
2000;31;Ribeirão Vermelho;0,631;0,480;0,761;0,689
2000;31;Rio Acima;0,552;0,354;0,779;0,610
2000;31;Rio Casca;0,538;0,350;0,724;0,616
2000;31;Rio Doce;0,570;0,431;0,711;0,603
2000;31;Rio do Prado;0,457;0,256;0,711;0,523
2000;31;Rio Espera;0,456;0,251;0,723;0,521
2000;31;Rio Manso;0,501;0,296;0,731;0,582
2000;31;Rio Novo;0,637;0,494;0,784;0,666
2000;31;Rio Paranaíba;0,566;0,365;0,775;0,641
2000;31;Rio Pardo de Minas;0,421;0,219;0,696;0,490
2000;31;Rio Piracicaba;0,568;0,418;0,712;0,615
2000;31;Rio Pomba;0,617;0,445;0,807;0,654
2000;31;Rio Preto;0,593;0,423;0,776;0,634
2000;31;Rio Vermelho;0,439;0,230;0,697;0,527
2000;31;Ritápolis;0,530;0,367;0,713;0,570
2000;31;Rochedo de Minas;0,549;0,353;0,784;0,598
2000;31;Rodeiro;0,587;0,420;0,771;0,624
2000;31;Romaria;0,597;0,393;0,760;0,712
2000;31;Rosário da Limeira;0,498;0,289;0,762;0,561
2000;31;Rubelita;0,442;0,236;0,735;0,498
2000;31;Rubim;0,468;0,283;0,711;0,510
2000;31;Sabará;0,621;0,492;0,762;0,639
2000;31;Sabinópolis;0,517;0,334;0,744;0,555
2000;31;Sacramento;0,628;0,456;0,806;0,675
2000;31;Salinas;0,535;0,367;0,740;0,565
2000;31;Salto da Divisa;0,484;0,263;0,750;0,576
2000;31;Santa Bárbara;0,605;0,479;0,742;0,622
2000;31;Santa Bárbara do Leste;0,490;0,281;0,751;0,556
2000;31;Santa Bárbara do Monte Verde;0,557;0,371;0,759;0,615
2000;31;Santa Bárbara do Tugúrio;0,489;0,301;0,709;0,548
2000;31;Santa Cruz de Minas;0,608;0,488;0,772;0,598
2000;31;Santa Cruz de Salinas;0,407;0,240;0,653;0,431
2000;31;Santa Cruz do Escalvado;0,445;0,241;0,715;0,510
2000;31;Santa Efigênia de Minas;0,437;0,214;0,737;0,529
2000;31;Santa Fé de Minas;0,516;0,381;0,702;0,514
2000;31;Santa Helena de Minas;0,463;0,325;0,627;0,487
2000;31;Santa Juliana;0,623;0,448;0,800;0,675
2000;31;Santa Luzia;0,608;0,463;0,779;0,623
2000;31;Santa Margarida;0,488;0,263;0,689;0,642
2000;31;Santa Maria de Itabira;0,522;0,326;0,742;0,588
2000;31;Santa Maria do Salto;0,434;0,241;0,662;0,514
2000;31;Santa Maria do Suaçuí;0,497;0,305;0,724;0,557
2000;31;Santana da Vargem;0,611;0,445;0,758;0,675
2000;31;Santana de Cataguases;0,602;0,486;0,759;0,590
2000;31;Santana de Pirapama;0,472;0,261;0,737;0,547
2000;31;Santana do Deserto;0,559;0,379;0,774;0,594
2000;31;Santana do Garambéu;0,526;0,366;0,720;0,552
2000;31;Santana do Jacaré;0,562;0,399;0,723;0,614
2000;31;Santana do Manhuaçu;0,509;0,322;0,709;0,577
2000;31;Santana do Paraíso;0,560;0,394;0,771;0,577
2000;31;Santana do Riacho;0,496;0,281;0,737;0,589
2000;31;Santana dos Montes;0,474;0,304;0,710;0,492
2000;31;Santa Rita de Caldas;0,599;0,417;0,790;0,653
2000;31;Santa Rita de Jacutinga;0,589;0,441;0,764;0,608
2000;31;Santa Rita de Minas;0,483;0,271;0,707;0,587
2000;31;Santa Rita de Ibitipoca;0,510;0,315;0,728;0,579
2000;31;Santa Rita do Itueto;0,486;0,271;0,750;0,566
2000;31;Santa Rita do Sapucaí;0,654;0,505;0,792;0,699
2000;31;Santa Rosa da Serra;0,593;0,421;0,790;0,627
2000;31;Santa Vitória;0,565;0,352;0,787;0,652
2000;31;Santo Antônio do Amparo;0,579;0,430;0,737;0,612
2000;31;Santo Antônio do Aventureiro;0,555;0,396;0,759;0,568
2000;31;Santo Antônio do Grama;0,508;0,317;0,724;0,572
2000;31;Santo Antônio do Itambé;0,392;0,183;0,712;0,462
2000;31;Santo Antônio do Jacinto;0,427;0,243;0,680;0,470
2000;31;Santo Antônio do Monte;0,623;0,447;0,785;0,690
2000;31;Santo Antônio do Retiro;0,376;0,182;0,682;0,428
2000;31;Santo Antônio do Rio Abaixo;0,537;0,365;0,723;0,586
2000;31;Santo Hipólito;0,514;0,340;0,731;0,545
2000;31;Santos Dumont;0,640;0,527;0,776;0,641
2000;31;São Bento Abade;0,532;0,353;0,724;0,588
2000;31;São Brás do Suaçuí;0,568;0,413;0,734;0,606
2000;31;São Domingos das Dores;0,507;0,283;0,757;0,607
2000;31;São Domingos do Prata;0,561;0,377;0,779;0,601
2000;31;São Félix de Minas;0,487;0,304;0,715;0,531
2000;31;São Francisco;0,485;0,312;0,737;0,496
2000;31;São Francisco de Paula;0,533;0,344;0,737;0,598
2000;31;São Francisco de Sales;0,612;0,433;0,815;0,651
2000;31;São Francisco do Glória;0,538;0,369;0,737;0,572
2000;31;São Geraldo;0,542;0,340;0,770;0,607
2000;31;São Geraldo da Piedade;0,459;0,273;0,695;0,509
2000;31;São Geraldo do Baixio;0,498;0,311;0,740;0,536
2000;31;São Gonçalo do Abaeté;0,553;0,364;0,761;0,609
2000;31;São Gonçalo do Pará;0,567;0,398;0,744;0,616
2000;31;São Gonçalo do Rio Abaixo;0,521;0,357;0,707;0,560
2000;31;São Gonçalo do Sapucaí;0,604;0,428;0,785;0,655
2000;31;São Gotardo;0,627;0,460;0,792;0,676
2000;31;São João Batista do Glória;0,607;0,426;0,805;0,653
2000;31;São João da Lagoa;0,487;0,298;0,733;0,529
2000;31;São João da Mata;0,585;0,395;0,797;0,636
2000;31;São João da Ponte;0,406;0,195;0,701;0,490
2000;31;São João das Missões;0,360;0,150;0,734;0,425
2000;31;São João del Rei;0,673;0,544;0,826;0,679
2000;31;São João do Manhuaçu;0,506;0,274;0,750;0,631
2000;31;São João do Manteninha;0,539;0,382;0,715;0,572
2000;31;São João do Oriente;0,548;0,409;0,724;0,557
2000;31;São João do Pacuí;0,382;0,181;0,697;0,441
2000;31;São João do Paraíso;0,443;0,239;0,757;0,481
2000;31;São João Evangelista;0,527;0,380;0,713;0,540
2000;31;São João Nepomuceno;0,614;0,468;0,760;0,652
2000;31;São Joaquim de Bicas;0,532;0,337;0,750;0,595
2000;31;São José da Barra;0,667;0,544;0,817;0,669
2000;31;São José da Lapa;0,621;0,501;0,751;0,636
2000;31;São José da Safira;0,461;0,293;0,676;0,494
2000;31;São José da Varginha;0,576;0,404;0,815;0,581
2000;31;São José do Alegre;0,619;0,489;0,765;0,634
2000;31;São José do Divino;0,522;0,369;0,695;0,554
2000;31;São José do Goiabal;0,545;0,402;0,742;0,544
2000;31;São José do Jacuri;0,479;0,290;0,698;0,542
2000;31;São José do Mantimento;0,530;0,379;0,724;0,544
2000;31;São Lourenço;0,699;0,552;0,836;0,739
2000;31;São Miguel do Anta;0,536;0,342;0,771;0,585
2000;31;São Pedro da União;0,571;0,368;0,781;0,648
2000;31;São Pedro dos Ferros;0,545;0,397;0,689;0,591
2000;31;São Pedro do Suaçuí;0,464;0,279;0,698;0,512
2000;31;São Romão;0,518;0,386;0,682;0,528
2000;31;São Roque de Minas;0,585;0,378;0,789;0,672
2000;31;São Sebastião da Bela Vista;0,550;0,350;0,764;0,621
2000;31;São Sebastião da Vargem Alegre;0,515;0,324;0,739;0,571
2000;31;São Sebastião do Anta;0,436;0,231;0,672;0,533
2000;31;São Sebastião do Maranhão;0,441;0,252;0,715;0,477
2000;31;São Sebastião do Oeste;0,541;0,332;0,789;0,604
2000;31;São Sebastião do Paraíso;0,642;0,465;0,811;0,703
2000;31;São Sebastião do Rio Preto;0,524;0,359;0,713;0,562
2000;31;São Sebastião do Rio Verde;0,584;0,440;0,785;0,577
2000;31;São Tiago;0,565;0,416;0,732;0,593
2000;31;São Tomás de Aquino;0,595;0,423;0,788;0,633
2000;31;São Thomé das Letras;0,531;0,329;0,724;0,628
2000;31;São Vicente de Minas;0,619;0,466;0,804;0,632
2000;31;Sapucaí-Mirim;0,582;0,382;0,814;0,633
2000;31;Sardoá;0,521;0,350;0,744;0,544
2000;31;Sarzedo;0,588;0,426;0,779;0,612
2000;31;Setubinha;0,387;0,189;0,642;0,476
2000;31;Sem-Peixe;0,506;0,336;0,737;0,522
2000;31;Senador Amaral;0,524;0,311;0,751;0,615
2000;31;Senador Cortes;0,520;0,321;0,776;0,566
2000;31;Senador Firmino;0,572;0,419;0,782;0,571
2000;31;Senador José Bento;0,595;0,403;0,784;0,667
2000;31;Senador Modestino Gonçalves;0,483;0,329;0,682;0,503
2000;31;Senhora de Oliveira;0,477;0,299;0,723;0,503
2000;31;Senhora do Porto;0,409;0,189;0,696;0,522
2000;31;Senhora dos Remédios;0,473;0,286;0,736;0,504
2000;31;Sericita;0,466;0,237;0,689;0,620
2000;31;Seritinga;0,532;0,352;0,761;0,562
2000;31;Serra Azul de Minas;0,438;0,247;0,718;0,473
2000;31;Serra da Saudade;0,606;0,426;0,772;0,677
2000;31;Serra dos Aimorés;0,544;0,411;0,711;0,552
2000;31;Serra do Salitre;0,588;0,414;0,760;0,647
2000;31;Serrania;0,597;0,444;0,774;0,619
2000;31;Serranópolis de Minas;0,440;0,233;0,717;0,509
2000;31;Serranos;0,507;0,337;0,725;0,532
2000;31;Serro;0,493;0,300;0,737;0,543
2000;31;Sete Lagoas;0,660;0,556;0,759;0,681
2000;31;Silveirânia;0,557;0,428;0,759;0,532
2000;31;Silvianópolis;0,576;0,372;0,765;0,673
2000;31;Simão Pereira;0,569;0,366;0,805;0,624
2000;31;Simonésia;0,506;0,312;0,720;0,577
2000;31;Sobrália;0,510;0,351;0,728;0,518
2000;31;Soledade de Minas;0,594;0,435;0,814;0,591
2000;31;Tabuleiro;0,554;0,388;0,759;0,578
2000;31;Taiobeiras;0,519;0,321;0,783;0,557
2000;31;Taparuba;0,554;0,403;0,750;0,564
2000;31;Tapira;0,578;0,374;0,806;0,641
2000;31;Tapiraí;0,552;0,360;0,789;0,592
2000;31;Taquaraçu de Minas;0,515;0,299;0,794;0,576
2000;31;Tarumirim;0,525;0,358;0,724;0,558
2000;31;Teixeiras;0,549;0,388;0,707;0,602
2000;31;Teófilo Otoni;0,589;0,431;0,746;0,635
2000;31;Timóteo;0,695;0,598;0,811;0,691
2000;31;Tiradentes;0,610;0,428;0,791;0,671
2000;31;Tiros;0,586;0,398;0,804;0,628
2000;31;Tocantins;0,593;0,419;0,782;0,638
2000;31;Tocos do Moji;0,550;0,378;0,761;0,577
2000;31;Toledo;0,528;0,304;0,761;0,635
2000;31;Tombos;0,606;0,463;0,781;0,615
2000;31;Três Corações;0,635;0,490;0,767;0,681
2000;31;Três Marias;0,641;0,508;0,814;0,637
2000;31;Três Pontas;0,626;0,459;0,787;0,679
2000;31;Tumiritinga;0,468;0,260;0,723;0,546
2000;31;Tupaciguara;0,634;0,473;0,815;0,662
2000;31;Turmalina;0,516;0,323;0,766;0,554
2000;31;Turvolândia;0,584;0,392;0,808;0,628
2000;31;Ubá;0,628;0,482;0,767;0,670
